 ,Sr,Therapy Area,Condition,Molecule,Route of Administration,Country,Participants,Services,Sub Services,Channel,Adoption,Program Measure,Program benefit vs non-program,Source
313,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Patient Education,,Email/SMS/Mail,,Weight_Loss_perc,43.0,https://doi.org/10.1002/osp4.419
314,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Medicine Routine,Reminders,Telephone,,Weight_Loss_perc,43.0,https://doi.org/10.1002/osp4.419
315,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Motivation/Confidence,Coaching/Counseling,Telephone,,Weight_Loss_perc,43.0,https://doi.org/10.1002/osp4.419
316,52,Other chronic conditions,Obesity,Liraglutide 3.0 mg,SC,Canada,119,Medicine Usage Support,Dose/inj training,Inperson,,Weight_Loss_perc,43.0,https://doi.org/10.1002/osp4.419
317,53,Other chronic conditions,Opioid dependence (OD),buprenorphine medicationassisted treatment (B-MAT),,USA,1426,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Persistence_12mnth,15.0,https://doi.org/10.1016/j.addbeh.2012.01.013
318,53,Other chronic conditions,Opioid dependence (OD),buprenorphine medicationassisted treatment (B-MAT),,USA,1426,Medicine Routine,Reminders,Telephone,,Perc_Persistence_12mnth,15.0,https://doi.org/10.1016/j.addbeh.2012.01.013
319,53,Other chronic conditions,Opioid dependence (OD),buprenorphine medicationassisted treatment (B-MAT),,USA,1426,Motivation/Confidence,Coaching/Counseling,Telephone,,Perc_Persistence_12mnth,15.0,https://doi.org/10.1016/j.addbeh.2012.01.013
320,53,Other chronic conditions,Opioid dependence (OD),buprenorphine medicationassisted treatment (B-MAT),,USA,1426,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_discontinuation_12mnth,43.0,https://doi.org/10.1016/j.addbeh.2012.01.013
321,53,Other chronic conditions,Opioid dependence (OD),buprenorphine medicationassisted treatment (B-MAT),,USA,1426,Medicine Routine,Reminders,Telephone,,Perc_discontinuation_12mnth,43.0,https://doi.org/10.1016/j.addbeh.2012.01.013
322,53,Other chronic conditions,Opioid dependence (OD),buprenorphine medicationassisted treatment (B-MAT),,USA,1426,Motivation/Confidence,Coaching/Counseling,Telephone,,Perc_discontinuation_12mnth,43.0,https://doi.org/10.1016/j.addbeh.2012.01.013
323,55,Other chronic conditions,Schizophrenia,Aripiprazole,SC,USA,234,Patient Education,Website,Website,16.0,Adherence_PDC,,https://doi.org/10.1080/03007995.2018.1536651
324,55,Other chronic conditions,Schizophrenia,Aripiprazole,SC,USA,234,Medicine Routine,Reminders,Email/SMS/Mail,16.0,Adherence_PDC,,https://doi.org/10.1080/03007995.2018.1536651
325,55,Other chronic conditions,Schizophrenia,Aripiprazole,SC,USA,234,Psychosocial-Emotional,Patient communities-support,Partner Orgs,16.0,Adherence_PDC,,https://doi.org/10.1080/03007995.2018.1536651
326,55,Other chronic conditions,Schizophrenia,Aripiprazole,SC,USA,234,Financial,Insurance support,Telephone,16.0,Adherence_PDC,,https://doi.org/10.1080/03007995.2018.1536651
327,55,Other chronic conditions,Schizophrenia,Aripiprazole,SC,USA,234,HCP-Needs,Approval/Administrative support,Telephone,16.0,Adherence_PDC,,https://doi.org/10.1080/03007995.2018.1536651
328,55,Other chronic conditions,Schizophrenia,Aripiprazole,SC,USA,234,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),16.0,Adherence_PDC_gr80%,,https://doi.org/10.1080/03007995.2018.1536651
329,55,Other chronic conditions,Schizophrenia,Aripiprazole,SC,USA,234,Patient Education,Website,Website,16.0,Adherence_PDC_gr80%,,https://doi.org/10.1080/03007995.2018.1536651
330,55,Other chronic conditions,Schizophrenia,Aripiprazole,SC,USA,234,Medicine Routine,Reminders,Email/SMS/Mail,16.0,Adherence_PDC_gr80%,,https://doi.org/10.1080/03007995.2018.1536651
331,55,Other chronic conditions,Schizophrenia,Aripiprazole,SC,USA,234,Effective HCP Appointments,Patient care coordination,Telephone,16.0,Adherence_PDC_gr80%,,https://doi.org/10.1080/03007995.2018.1536651
332,55,Other chronic conditions,Schizophrenia,Aripiprazole,SC,USA,234,Psychosocial-Emotional,Patient communities-support,Partner Orgs,16.0,Adherence_PDC_gr80%,,https://doi.org/10.1080/03007995.2018.1536651
333,55,Other chronic conditions,Schizophrenia,Aripiprazole,SC,USA,234,Financial,Insurance support,Telephone,16.0,Adherence_PDC_gr80%,,https://doi.org/10.1080/03007995.2018.1536651
334,54,Other chronic conditions,Ostomy surgery,Surgery,NA,USA,433,Patient Education,Welcome Pack,Welcome Pack,,PROM: Readmission,33.0,doi: 10.1097/WON.0000000000000395
335,54,Other chronic conditions,Ostomy surgery,Surgery,NA,USA,433,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,PROM: Readmission,33.0,doi: 10.1097/WON.0000000000000395
336,54,Other chronic conditions,Ostomy surgery,Surgery,NA,USA,433,SideEffects/Comobidities Support,Welcome Pack,Welcome Pack,,PROM: Readmission,33.0,doi: 10.1097/WON.0000000000000395
337,54,Other chronic conditions,Ostomy surgery,Surgery,NA,USA,433,Medicine Routine,Reminders,Telephone,,PROM: Readmission,33.0,doi: 10.1097/WON.0000000000000395
338,54,Other chronic conditions,Ostomy surgery,Surgery,NA,USA,433,Motivation/Confidence,Coaching/Counseling,Telephone,,PROM: Readmission,33.0,doi: 10.1097/WON.0000000000000395
339,54,Other chronic conditions,Ostomy surgery,Surgery,NA,USA,433,Medicine Logistics,Pharmacy support,Telephone,,PROM: Readmission,33.0,doi: 10.1097/WON.0000000000000395
340,54,Other chronic conditions,Ostomy surgery,Surgery,NA,USA,433,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,PROM: ER Visits,43.0,doi: 10.1097/WON.0000000000000395
341,54,Other chronic conditions,Ostomy surgery,Surgery,NA,USA,433,SideEffects/Comobidities Support,Welcome Pack,Welcome Pack,,PROM: ER Visits,43.0,doi: 10.1097/WON.0000000000000395
342,54,Other chronic conditions,Ostomy surgery,Surgery,NA,USA,433,Medicine Routine,Reminders,Telephone,,PROM: ER Visits,43.0,doi: 10.1097/WON.0000000000000395
343,54,Other chronic conditions,Ostomy surgery,Surgery,NA,USA,433,Medicine Logistics,Pharmacy support,Telephone,,PROM: ER Visits,43.0,doi: 10.1097/WON.0000000000000395
344,49,Other chronic conditions,Knee osteoarthritis,Care program,NA,Australia,1945,HCP-Needs,Effective HCP Appointments,Website,,PROM: Avg_Pain_improvemnt_12mth,65.0,https://doi.org/10.1016/j.ocarto.2021.100175
345,49,Other chronic conditions,Knee osteoarthritis,Care program,NA,Australia,1945,HCP-Needs,HCP/AHP training,Inperson,,PROM: Avg_Pain_improvemnt_12mth,65.0,https://doi.org/10.1016/j.ocarto.2021.100175
346,49,Other chronic conditions,Knee osteoarthritis,Care program,NA,Australia,1945,Patient Education,Nurse/AHP assistance,Inperson,,PROM: Avg_Pain_improvemnt_12mth,65.0,https://doi.org/10.1016/j.ocarto.2021.100175
347,6,Diabetes,Diabetes,NA,NA,USA,9051,Patient Education,App,App,,Perc_Persistence_6mnth,,https://doi.org/10.1016/j.invent.2014.10.001
348,6,Diabetes,Diabetes,NA,NA,USA,9051,Medicine Usage Support,"Dose support (inc. Induction, FDO, Titration)",App,,Perc_Persistence_6mnth,,https://doi.org/10.1016/j.invent.2014.10.001
349,6,Diabetes,Diabetes,NA,NA,USA,9051,Medicine Routine,Reminders,App,,Perc_Persistence_6mnth,,https://doi.org/10.1016/j.invent.2014.10.001
350,7,Diabetes,Diabetes,Insulin glargine,SC,USA,544,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_discontinuation,40.0,http://dx.doi.org/10.1136/bmjdrc-2018-000593
351,7,Diabetes,Diabetes,Insulin glargine,SC,USA,544,Patient Education,Website,Website,,Perc_discontinuation,40.0,http://dx.doi.org/10.1136/bmjdrc-2018-000593
352,7,Diabetes,Diabetes,Insulin glargine,SC,USA,544,Patient Education,,Email/SMS/Mail,,Perc_discontinuation,40.0,http://dx.doi.org/10.1136/bmjdrc-2018-000593
353,7,Diabetes,Diabetes,Insulin glargine,SC,USA,544,Medicine Usage Support,Dose/inj training,Inperson,,Perc_discontinuation,40.0,http://dx.doi.org/10.1136/bmjdrc-2018-000593
354,7,Diabetes,Diabetes,Insulin glargine,SC,USA,544,Medicine Usage Support,"Dose support (inc. Induction, FDO, Titration)",Inperson,,Perc_discontinuation,40.0,http://dx.doi.org/10.1136/bmjdrc-2018-000593
355,7,Diabetes,Diabetes,Insulin glargine,SC,USA,544,Financial,Co-pay,Telephone,,Perc_discontinuation,40.0,http://dx.doi.org/10.1136/bmjdrc-2018-000593
356,7,Diabetes,Diabetes,Insulin glargine,SC,USA,544,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Adherence,180.0,http://dx.doi.org/10.1136/bmjdrc-2018-000593
357,7,Diabetes,Diabetes,Insulin glargine,SC,USA,544,Patient Education,Website,Website,,Adherence,180.0,http://dx.doi.org/10.1136/bmjdrc-2018-000593
358,7,Diabetes,Diabetes,Insulin glargine,SC,USA,544,Patient Education,,Email/SMS/Mail,,Adherence,180.0,http://dx.doi.org/10.1136/bmjdrc-2018-000593
359,7,Diabetes,Diabetes,Insulin glargine,SC,USA,544,Medicine Usage Support,Dose/inj training,Inperson,,Adherence,180.0,http://dx.doi.org/10.1136/bmjdrc-2018-000593
360,7,Diabetes,Diabetes,Insulin glargine,SC,USA,544,Medicine Usage Support,"Dose support (inc. Induction, FDO, Titration)",Inperson,,Adherence,180.0,http://dx.doi.org/10.1136/bmjdrc-2018-000593
361,7,Diabetes,Diabetes,Insulin glargine,SC,USA,544,Motivation/Confidence,Coaching/Counseling,Telephone,,Adherence,180.0,http://dx.doi.org/10.1136/bmjdrc-2018-000593
362,8,Diabetes,Diabetes,Pramlintide,SC,USA,233,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Discontinuation_6mnth,17.0,https://doi.org/10.2337/diaclin.29.1.17
363,8,Diabetes,Diabetes,Pramlintide,SC,USA,233,Patient Education,,Email/SMS/Mail,,Perc_Discontinuation_6mnth,17.0,https://doi.org/10.2337/diaclin.29.1.17
364,8,Diabetes,Diabetes,Pramlintide,SC,USA,233,Medicine Usage Support,Dose/inj training,Inperson,,Perc_Discontinuation_6mnth,17.0,https://doi.org/10.2337/diaclin.29.1.17
365,8,Diabetes,Diabetes,Pramlintide,SC,USA,233,Medicine Usage Support,"Dose support (inc. Induction, FDO, Titration)",Inperson,,Perc_Discontinuation_6mnth,17.0,https://doi.org/10.2337/diaclin.29.1.17
366,8,Diabetes,Diabetes,Pramlintide,SC,USA,233,Patient Education,Website,Website,,Non_compliance_6month,23.0,https://doi.org/10.2337/diaclin.29.1.17
367,8,Diabetes,Diabetes,Pramlintide,SC,USA,233,Patient Education,,Email/SMS/Mail,,Non_compliance_6month,23.0,https://doi.org/10.2337/diaclin.29.1.17
368,8,Diabetes,Diabetes,Pramlintide,SC,USA,233,Patient Education,Welcome Pack,Welcome Pack,,Non_compliance_6month,23.0,https://doi.org/10.2337/diaclin.29.1.17
369,8,Diabetes,Diabetes,Pramlintide,SC,USA,233,Medicine Usage Support,Dose/inj training,Inperson,,Non_compliance_6month,23.0,https://doi.org/10.2337/diaclin.29.1.17
370,8,Diabetes,Diabetes,Pramlintide,SC,USA,233,Medicine Usage Support,"Dose support (inc. Induction, FDO, Titration)",Inperson,,Non_compliance_6month,23.0,https://doi.org/10.2337/diaclin.29.1.17
371,8,Diabetes,Diabetes,Pramlintide,SC,USA,233,Motivation/Confidence,Coaching/Counseling,Telephone,,Non_compliance_6month,23.0,https://doi.org/10.2337/diaclin.29.1.17
372,9,Diabetes,Diabetes,NA,NA,USA,163,Patient Education,App,App,,Mean_Glycated_hem_change_12mnths,71.0,DOI: 10.2337/dc11-0366 
373,9,Diabetes,Diabetes,NA,NA,USA,163,Patient Education,Website,Website,,Mean_Glycated_hem_change_12mnths,71.0,DOI: 10.2337/dc11-0366 
374,9,Diabetes,Diabetes,NA,NA,USA,163,Motivation/Confidence,Coaching/Counseling,App,,Mean_Glycated_hem_change_12mnths,71.0,DOI: 10.2337/dc11-0366 
375,10,Diabetes,Diabetes,NA,NA,UK,137,Medicine Usage Support,Telemonitoring,Website,,HbA1c,8.0,https://doi.org/10.1258/jtt.2009.003006
376,11,Diabetes,Diabetes,Hypoglycaemic agent (OHA) and/or insulin,"Oral, SC",India,215,Patient Education,,Email/SMS/Mail,,HbA1c_less_8%,14.0,https://pubmed.ncbi.nlm.nih.gov/22616337/
377,11,Diabetes,Diabetes,Hypoglycaemic agent (OHA) and/or insulin,"Oral, SC",India,215,Motivation/Confidence,,Email/SMS/Mail,,HbA1c_less_8%,14.0,https://pubmed.ncbi.nlm.nih.gov/22616337/
378,13,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,United Kingdom; Austria,534,Patient Education,Welcome Pack,Welcome Pack,,PREM: Satisfaction_mean,40.0,https://doi.org/10.1007/s12325-015-0183-7
379,13,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,United Kingdom; Austria,534,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,PREM: Satisfaction_mean,40.0,https://doi.org/10.1007/s12325-015-0183-7
380,13,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,United Kingdom; Austria,534,SideEffects/Comobidities Support,Welcome Pack,Welcome Pack,,PREM: Satisfaction_mean,40.0,https://doi.org/10.1007/s12325-015-0183-7
381,13,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,United Kingdom; Austria,534,SideEffects/Comobidities Support,AHPs services,Telephone (Nurse/AHP),,PREM: Satisfaction_mean,40.0,https://doi.org/10.1007/s12325-015-0183-7
382,13,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,United Kingdom; Austria,534,Medicine Usage Support,"Dose support (inc. Induction, FDO, Titration)",Telephone,,PREM: Satisfaction_mean,40.0,https://doi.org/10.1007/s12325-015-0183-7
383,13,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,United Kingdom; Austria,534,Patient Education,Welcome Pack,Welcome Pack,,Perc_discontinuation,91.0,https://doi.org/10.1007/s12325-015-0183-7
384,13,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,United Kingdom; Austria,534,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_discontinuation,91.0,https://doi.org/10.1007/s12325-015-0183-7
385,13,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,United Kingdom; Austria,534,SideEffects/Comobidities Support,Welcome Pack,Welcome Pack,,Perc_discontinuation,91.0,https://doi.org/10.1007/s12325-015-0183-7
386,13,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,United Kingdom; Austria,534,SideEffects/Comobidities Support,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_discontinuation,91.0,https://doi.org/10.1007/s12325-015-0183-7
387,13,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,United Kingdom; Austria,534,Medicine Usage Support,"Dose support (inc. Induction, FDO, Titration)",Telephone,,Perc_discontinuation,91.0,https://doi.org/10.1007/s12325-015-0183-7
388,13,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,United Kingdom; Austria,534,HCP-Needs,Medicine Usage Support,Telephone,,Perc_discontinuation,91.0,https://doi.org/10.1007/s12325-015-0183-7
389,13,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,United Kingdom; Austria,534,HCP-Needs,PSP feedback,Telephone,,Perc_discontinuation,91.0,https://doi.org/10.1007/s12325-015-0183-7
390,14,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,Canada,308,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Persistence_6mnth,,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2014.189.1_MeetingAbstracts.A1428
391,14,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,Canada,308,Medicine Usage Support,"Dose support (inc. Induction, FDO, Titration)",Telephone,,Perc_Persistence_6mnth,,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2014.189.1_MeetingAbstracts.A1428
392,14,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,Canada,308,Medicine Routine,Reminders,Telephone,,Perc_Persistence_6mnth,,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2014.189.1_MeetingAbstracts.A1428
393,14,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,Canada,308,SideEffects/Comobidities Support,Nurse/AHP assistance,Telephone (Nurse/AHP),,Perc_Persistence_6mnth,,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2014.189.1_MeetingAbstracts.A1428
394,14,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,Canada,308,Medicine Logistics,Home Delivery/Order,Telephone,,Perc_Persistence_6mnth,,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2014.189.1_MeetingAbstracts.A1428
395,14,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,Canada,308,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Adherence,,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2014.189.1_MeetingAbstracts.A1428
396,14,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,Canada,308,Medicine Usage Support,"Dose support (inc. Induction, FDO, Titration)",Telephone,,Adherence,,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2014.189.1_MeetingAbstracts.A1428
397,14,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,Canada,308,SideEffects/Comobidities Support,Nurse/AHP assistance,Telephone (Nurse/AHP),,Adherence,,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2014.189.1_MeetingAbstracts.A1428
398,14,Idiopathic pulmonary fibrosis,Idiopathic pulmonary fibrosis,Pirfenidone,Oral,Canada,308,Medicine Logistics,Home Delivery/Order,Telephone,,Adherence,,https://www.atsjournals.org/doi/pdf/10.1164/ajrccm-conference.2014.189.1_MeetingAbstracts.A1428
399,16,Respiratory,Asthma,NA,NA,USA,3748,HCP-Needs,HCP/AHP training,Inperson,,Adherence_guidelines,152.0,https://doi.org/10.1016/j.jpeds.2004.12.017
400,16,Respiratory,Asthma,NA,NA,USA,3748,HCP-Needs,Medicine Usage Support,Inperson,,Adherence_guidelines,152.0,https://doi.org/10.1016/j.jpeds.2004.12.017
401,19,Autoimmune diseases,Crohn’s disease,Certolizumab,SC,USA,420,Medicine Usage Support,Drug administration,Inperson,,Adherence_PDC_mean,15.0,https://doi.org/10.2147/PPA.S148777
402,19,Autoimmune diseases,Crohn’s disease,Certolizumab,SC,USA,420,Medicine Usage Support,Dose/inj training,Inperson,,Adherence_PDC_mean,15.0,https://doi.org/10.2147/PPA.S148777
403,19,Autoimmune diseases,Crohn’s disease,Certolizumab,SC,USA,420,Patient Education,Nurse/AHP assistance,Inperson,,Adherence_PDC_gr80%,19.0,https://doi.org/10.2147/PPA.S148777
404,19,Autoimmune diseases,Crohn’s disease,Certolizumab,SC,USA,420,Medicine Usage Support,Drug administration,Inperson,,Adherence_PDC_gr80%,19.0,https://doi.org/10.2147/PPA.S148777
405,19,Autoimmune diseases,Crohn’s disease,Certolizumab,SC,USA,420,Patient Education,Nurse/AHP assistance,Inperson,,Perc_Persistence,20.0,https://doi.org/10.2147/PPA.S148777
406,19,Autoimmune diseases,Crohn’s disease,Certolizumab,SC,USA,420,Medicine Usage Support,Drug administration,Inperson,,Perc_Persistence,20.0,https://doi.org/10.2147/PPA.S148777
407,19,Autoimmune diseases,Crohn’s disease,Certolizumab,SC,USA,420,Medicine Usage Support,Dose/inj training,Inperson,,Perc_Persistence,20.0,https://doi.org/10.2147/PPA.S148777
408,19,Autoimmune diseases,Crohn’s disease,Certolizumab,SC,USA,420,Medicine Usage Support,Drug administration,Inperson,,Perc_discontinuation,15.0,https://doi.org/10.2147/PPA.S148777
409,19,Autoimmune diseases,Crohn’s disease,Certolizumab,SC,USA,420,Medicine Usage Support,Dose/inj training,Inperson,,Perc_discontinuation,15.0,https://doi.org/10.2147/PPA.S148777
410,19,Autoimmune diseases,Crohn’s disease,Certolizumab,SC,USA,420,Patient Education,Nurse/AHP assistance,Inperson,,Hospitalisation_rate,26.0,https://doi.org/10.2147/PPA.S148777
411,19,Autoimmune diseases,Crohn’s disease,Certolizumab,SC,USA,420,Medicine Usage Support,Dose/inj training,Inperson,,Hospitalisation_rate,26.0,https://doi.org/10.2147/PPA.S148777
412,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Patient Education,Nurse/AHP assistance,Inperson,,Adherence,14.0,https://doi.org/10.18553/jmcp.2017.16272
413,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Medicine Usage Support,Dose/inj training,Inperson,,Adherence,14.0,https://doi.org/10.18553/jmcp.2017.16272
414,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Medicine Logistics,Home Delivery/Order,-,,Adherence,14.0,https://doi.org/10.18553/jmcp.2017.16272
415,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Medicine Logistics,Disposal,-,,Adherence,14.0,https://doi.org/10.18553/jmcp.2017.16272
416,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Medicine Routine,Reminders,Telephone,,Adherence,14.0,https://doi.org/10.18553/jmcp.2017.16272
417,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Financial,Co-pay,Telephone,,Adherence,14.0,https://doi.org/10.18553/jmcp.2017.16272
418,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Financial,Insurance support,Telephone,,Adherence,14.0,https://doi.org/10.18553/jmcp.2017.16272
419,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Financial,Free-Supply,Telephone,,Adherence,14.0,https://doi.org/10.18553/jmcp.2017.16272
420,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Motivation/Confidence,Coaching/Counseling,Inperson,,Adherence,14.0,https://doi.org/10.18553/jmcp.2017.16272
421,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Patient Education,Nurse/AHP assistance,Inperson,,Medical_costs_disease_$,22.0,https://doi.org/10.18553/jmcp.2017.16272
422,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Medical_costs_disease_$,22.0,https://doi.org/10.18553/jmcp.2017.16272
423,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Medicine Usage Support,Dose/inj training,Inperson,,Medical_costs_disease_$,22.0,https://doi.org/10.18553/jmcp.2017.16272
424,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Medicine Logistics,Home Delivery/Order,-,,Medical_costs_disease_$,22.0,https://doi.org/10.18553/jmcp.2017.16272
425,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Medicine Routine,Reminders,Telephone,,Medical_costs_disease_$,22.0,https://doi.org/10.18553/jmcp.2017.16272
426,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Financial,Insurance support,Telephone,,Medical_costs_disease_$,22.0,https://doi.org/10.18553/jmcp.2017.16272
427,20,Autoimmune diseases,"Crohn’s Disease, Ulcerative Colitis, Rheumatoid Arthritis, Psoriasis, Psoriatic Arthritis, Ankylosing Spondylitis",Adalimumab,SC,USA,1199,Motivation/Confidence,Coaching/Counseling,Inperson,,Medical_costs_disease_$,22.0,https://doi.org/10.18553/jmcp.2017.16272
428,22,Autoimmune diseases,Ulcerative colitis,Mesalamine,Oral,USA,21,Medicine Routine,Reminders,Telephone,,Adherence,34.0,https://doi.org/10.1016/j.crohns.2009.10.002
429,22,Autoimmune diseases,Ulcerative colitis,Mesalamine,Oral,USA,21,Motivation/Confidence,Coaching/Counseling,Telephone,,Adherence,34.0,https://doi.org/10.1016/j.crohns.2009.10.002
430,22,Autoimmune diseases,Ulcerative colitis,Mesalamine,Oral,USA,21,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,Refill_rate_6mnth,15.0,https://doi.org/10.1016/j.crohns.2009.10.002
431,22,Autoimmune diseases,Ulcerative colitis,Mesalamine,Oral,USA,21,Medicine Routine,Reminders,Telephone,,Refill_rate_6mnth,15.0,https://doi.org/10.1016/j.crohns.2009.10.002
432,24,Neurology,Multiple sclerosis,Interferon beta-1b,SC,Germany,174,Patient Education,Nurse/AHP assistance,Inperson,,PROM: MS QoL,18.0,https://doi.org/10.1097/JNN.0000000000000100
433,24,Neurology,Multiple sclerosis,Interferon beta-1b,SC,Germany,174,Patient Education,Nurse/AHP assistance,Telephone (Nurse/AHP),,PROM: MS QoL,18.0,https://doi.org/10.1097/JNN.0000000000000100
434,24,Neurology,Multiple sclerosis,Interferon beta-1b,SC,Germany,174,Medicine Usage Support,Dose/inj training,Inperson,,PROM: MS QoL,18.0,https://doi.org/10.1097/JNN.0000000000000100
435,25,Neurology,Multiple sclerosis,Interferon beta-1a,SC,Germany,731,Patient Education,Nurse/AHP assistance,Inperson,,Medical_costs_reduction_euro,100.0,https://doi.org/10.1186/s12883-015-0426-x
